Disciplina;Nome;Turma;Tipo;Oferece 2a avaliação?;Início;Fim;Carga teórica;Carga prática;Dia da semana;Entrada;Saída;Prof(a);Vagas obrigatórias;Inscritos;Vínculo;Vagas;Inscritos;Vagas eletivas;Inscritos;Vínculo;Vagas;Inscritos;Vagas optativas livres;Inscritos;Vínculo;Vagas;Inscritos;Vagas especiais;Inscritos;Vagas extras;Inscritos;Observação
SMA0355;Cálculo III;2025103;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;57;EESC - Engenharia Civil;60;57;0;0;;;;0;0;;;;0;0;0;0;Eng. Civil
SMA0355;Cálculo III;2025103;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;57;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Civil
SMA0355;Cálculo III;2025103;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;60;57;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Civil
SMA0355;Cálculo III;2025104;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;98;EESC - Eng Elétrica - Ênf Eletrônica;45;45;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0355;Cálculo III;2025104;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;98;EESC - Eng Elétrica - Ênf Sist Energia e Autom;55;53;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0355;Cálculo III;2025104;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;98;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0355;Cálculo III;2025104;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;98;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0355;Cálculo III;2025105;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;170;137;EESC - Engenharia de Materiais e Manufatura;50;35;0;0;;;;0;0;;;;0;0;0;0;Eng. Materiais + IFSC
SMA0355;Cálculo III;2025105;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;170;137;IFSC -  para toda a Unidade;120;102;0;0;;;;0;0;;;;0;0;0;0;Eng. Materiais + IFSC
SMA0355;Cálculo III;2025105;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;170;137;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Materiais + IFSC
SMA0355;Cálculo III;2025105;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;170;137;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Materiais + IFSC
SMA0355;Cálculo III;2025106;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;EESC - Engenharia Mecânica;50;50;0;0;;;;0;0;;;;0;0;0;0;Eng. Mecânica  + Eng. Mecatrônica
SMA0355;Cálculo III;2025106;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;EESC - Engenharia Mecatrônica;50;50;0;0;;;;0;0;;;;0;0;0;0;Eng. Mecânica  + Eng. Mecatrônica
SMA0355;Cálculo III;2025106;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Mecânica  + Eng. Mecatrônica
SMA0355;Cálculo III;2025106;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Mecânica  + Eng. Mecatrônica
SMA0355;Cálculo III;2025107;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;50;EESC - Engenharia de Produção;50;50;0;0;;;;0;0;;;;0;0;0;0;Eng Produção
SMA0355;Cálculo III;2025107;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;50;;;;0;0;;;;0;0;;;;0;0;0;0;Eng Produção
SMA0355;Cálculo III;2025107;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;50;;;;0;0;;;;0;0;;;;0;0;0;0;Eng Produção
SMA0355;Cálculo III;2025108;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;110;41;IQSC -  para toda a Unidade;110;41;0;0;;;;0;0;;;;0;0;0;0;IQSC
SMA0355;Cálculo III;2025108;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;110;41;;;;0;0;;;;0;0;;;;0;0;0;0;IQSC
SMA0355;Cálculo III;2025108;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;110;41;;;;0;0;;;;0;0;;;;0;0;0;0;IQSC
SMA0356;Cálculo IV;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;EESC - Eng Elétrica - Ênf Eletrônica;50;50;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0356;Cálculo IV;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;EESC - Eng Elétrica - Ênf Sist Energia e Autom;50;50;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0356;Cálculo IV;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0356;Cálculo IV;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;100;100;;;;0;0;;;;0;0;;;;0;0;0;0;Eng. Eletrônica + Automação
SMA0361;Tópicos de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;40;13;ICMC - Matemática – Bacharelado;40;13;0;0;;;;0;0;0;0;Bach Matemática - será estudado o tópico "Teoria dos Conjuntos".
SMA0361;Tópicos de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;40;13;;;;0;0;;;;0;0;0;0;Bach Matemática - será estudado o tópico "Teoria dos Conjuntos".
SMA0361;Tópicos de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;40;13;;;;0;0;;;;0;0;0;0;Bach Matemática - será estudado o tópico "Teoria dos Conjuntos".
SMA0365;Metodologia de Ensino de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;0;ICMC - Matemática – Licenciatura;50;0;0;0;;;;0;0;;;;0;0;0;0;Lic. Matemática.
SMA0365;Metodologia de Ensino de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;0;;;;0;0;;;;0;0;;;;0;0;0;0;Lic. Matemática.
SMA0365;Metodologia de Ensino de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;50;0;;;;0;0;;;;0;0;;;;0;0;0;0;Lic. Matemática.
SMA0370;Estágio Supervisionado em Ensino de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;0;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Licenciatura em Matemática.
A matrícula deverá ser feita no período de requerimento.
SMA0370;Estágio Supervisionado em Ensino de Matemática I;2025101;Teórica;S;24/02/2025;07/07/2025;0;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Licenciatura em Matemática.
A matrícula deverá ser feita no período de requerimento.
SMA0380;Análise;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;64;53;ICMC - Matemática – Bacharelado;32;31;1;0;ICMC - Matemática – Licenciatura;1;0;0;0;;;;0;0;0;0;Matemática e Aplicada / Optativa para LMA
SMA0380;Análise;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;64;53;ICMC - Bach Mat Aplic Computação Cient;32;22;1;0;;;;0;0;;;;0;0;0;0;Matemática e Aplicada / Optativa para LMA
SMA0380;Análise;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;64;53;;;;1;0;;;;0;0;;;;0;0;0;0;Matemática e Aplicada / Optativa para LMA
SMA0380;Análise;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;64;53;;;;1;0;;;;0;0;;;;0;0;0;0;Matemática e Aplicada / Optativa para LMA
SMA0383;Abordagens e Tendências Educacionais;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;0;0;;;;50;0;ICMC - Matemática – Licenciatura;50;0;0;0;;;;0;0;0;0;Abordagens e Tendências Educacionais
SMA0383;Abordagens e Tendências Educacionais;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;0;0;;;;50;0;;;;0;0;;;;0;0;0;0;Abordagens e Tendências Educacionais
SMA0383;Abordagens e Tendências Educacionais;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;0;0;;;;50;0;;;;0;0;;;;0;0;0;0;Abordagens e Tendências Educacionais
SMA0385;Introdução à vida Acadêmica e a Metodologia e Escrita Científica;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;9;9;ICMC - Matemática – Núcleo Geral;9;9;0;0;;;;0;0;;;;0;0;0;0;Matemática – NG
SMA0385;Introdução à vida Acadêmica e a Metodologia e Escrita Científica;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;9;9;;;;0;0;;;;0;0;;;;0;0;0;0;Matemática – NG
SMA0385;Introdução à vida Acadêmica e a Metodologia e Escrita Científica;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;9;9;;;;0;0;;;;0;0;;;;0;0;0;0;Matemática – NG
SMA0386;Fundamentos de Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;10;10;ICMC - Matemática – Núcleo Geral;5;5;0;0;;;;0;0;;;;0;0;0;0;Matemática (NG e Aplicada)
SMA0386;Fundamentos de Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;10;10;ICMC - Bach Mat Aplic Computação Cient;5;5;0;0;;;;0;0;;;;0;0;0;0;Matemática (NG e Aplicada)
SMA0386;Fundamentos de Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;10;10;;;;0;0;;;;0;0;;;;0;0;0;0;Matemática (NG e Aplicada)
SMA0386;Fundamentos de Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;10;10;;;;0;0;;;;0;0;;;;0;0;0;0;Matemática (NG e Aplicada)
SMA0388;Topologia Algébrica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;40;8;;;;0;0;;;;0;0;;;;0;0;0;0;Bach. Matemática - espelhada com SMA5776 - Topologia Algébrica I (Pós) 
Será considerada optativa eletiva para alunos do Bacharelado em Matemática de grades anteriores a 2023
SMA0388;Topologia Algébrica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;40;8;;;;0;0;;;;0;0;;;;0;0;0;0;Bach. Matemática - espelhada com SMA5776 - Topologia Algébrica I (Pós) 
Será considerada optativa eletiva para alunos do Bacharelado em Matemática de grades anteriores a 2023
SMA0392;Cálculo I (semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Será exclusivo aos alunos/as que atendam aos seguintes critérios: já ter cursado SMA0353 – Cálculo I presencialmente, e ter obtido nota entre 3,0 e 4,9 e frequência igual ou maior a 70%.
Inscrição por requerimento.
SMA0392;Cálculo I (semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Será exclusivo aos alunos/as que atendam aos seguintes critérios: já ter cursado SMA0353 – Cálculo I presencialmente, e ter obtido nota entre 3,0 e 4,9 e frequência igual ou maior a 70%.
Inscrição por requerimento.
SMA0393;Cálculo III (semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Será exclusivo aos alunos/as que atendam aos seguintes critérios: já ter cursado SMA0355 – Cálculo III presencialmente, e ter obtido nota entre 3,0 e 4,9 e frequência igual ou maior a 70%.
Inscrição por requerimento.
SMA0393;Cálculo III (semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Será exclusivo aos alunos/as que atendam aos seguintes critérios: já ter cursado SMA0355 – Cálculo III presencialmente, e ter obtido nota entre 3,0 e 4,9 e frequência igual ou maior a 70%.
Inscrição por requerimento.
SMA0394;Geometria Analítica (semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Será exclusivo aos alunos/as que atendam aos seguintes critérios: já ter cursado SMA0300 – Geometria Analítica presencialmente, e ter obtido nota entre 3,0 e 4,9 e frequência igual ou maior a 70%.
Inscrição por requerimento.
SMA0394;Geometria Analítica (semipresencial);2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;0;0;;;;0;0;;;;0;0;;;;0;0;0;0;Será exclusivo aos alunos/as que atendam aos seguintes critérios: já ter cursado SMA0300 – Geometria Analítica presencialmente, e ter obtido nota entre 3,0 e 4,9 e frequência igual ou maior a 70%.
Inscrição por requerimento.
SMA0505;Matrizes, Vetores e Geometria Analítica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;18;18;ICMC - Bacharelado em Sistemas de Informação;18;18;0;0;;;;0;0;;;;0;0;0;0;BSI
SMA0505;Matrizes, Vetores e Geometria Analítica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;18;18;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SMA0505;Matrizes, Vetores e Geometria Analítica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;18;18;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SMA0508;Matemática Discreta;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;10;3;ICMC - Bacharelado em Sistemas de Informação;10;3;0;0;;;;0;0;;;;0;0;0;0;BSI
SMA0508;Matemática Discreta;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;10;3;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SMA0508;Matemática Discreta;2025101;Teórica;S;24/02/2025;07/07/2025;30;0;;;;;10;3;;;;0;0;;;;0;0;;;;0;0;0;0;BSI
SMA0800;Geometria Analítica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;16;16;ICMC -  Bacharelado em Estatística e Ciência de Dados;16;16;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0800;Geometria Analítica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;16;16;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0800;Geometria Analítica;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;16;16;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0801;Cálculo I;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;10;9;ICMC -  Bacharelado em Estatística e Ciência de Dados;10;9;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0801;Cálculo I;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;10;9;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0801;Cálculo I;2025101;Teórica;S;24/02/2025;07/07/2025;90;0;;;;;10;9;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0803;Cálculo III;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;65;45;ICMC -  Bacharelado em Estatística e Ciência de Dados;65;45;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0803;Cálculo III;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;65;45;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0803;Cálculo III;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;65;45;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0805;Tópicos de Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;10;6;ICMC -  Bacharelado em Estatística e Ciência de Dados;10;6;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0805;Tópicos de Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;10;6;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
SMA0805;Tópicos de Matemática;2025101;Teórica;S;24/02/2025;07/07/2025;60;0;;;;;10;6;;;;0;0;;;;0;0;;;;0;0;0;0;BECD
